"id";"objectid";"point_lat";"point_lng";"shape";"objecttype";"type_velo";"ligging";"straatnaam";"huisnummer";"aanvulling";"district";"postcode";"objectcode";"gebruik"
"304";"34346";"51.21005679564400";"4.41738906547230";"";"VELOSTATION";"ENKELZIJDIG";"";"Van Eycklei (2018)";"48";"to 48";"ANTWERPEN";"2018";"VE_0000116";"IN_GEBRUIK"
"307";"34347";"51.21103842550900";"4.39033278891670";"";"VELOSTATION";"";"";"Leuvenstraat (2000)";" ";"thv waalse kaai";"ANTWERPEN";"2000";"VE_0000034";"IN_GEBRUIK"
"310";"34348";"51.21097112458700";"4.40723666607260";"";"VELOSTATION";"";"";"Britselei (2000)";"4";"thv mechelsesteenweg";"ANTWERPEN";"2000";"VE_0000079";"IN_GEBRUIK"
"313";"34349";"51.21172804054100";"4.43778526416540";"";"VELOSTATION";"ENKELZIJDIG";"";"Maarschalk Montgomeryplein (2140)";"4";"to 4 oh plein";"BORGERHOUT";"2140";"VE_0000132";"IN_GEBRUIK"
"316";"34350";"51.21190494070100";"4.39894010188910";"";"VELOSTATION";"";"";"Kronenburgstraat (2000)";"82";"to 82";"ANTWERPEN";"2000";"VE_0000072";"IN_GEBRUIK"
"319";"34351";"51.21231285795800";"4.39405507402880";"";"VELOSTATION";"ENKELZIJDIG";"";"Kloosterstraat (2000)";"164";"to 164 thv kronenburgstraat";"ANTWERPEN";"2000";"VE_0000074";"IN_GEBRUIK"
"322";"34352";"51.21303454307900";"4.42176292641520";"";"VELOSTATION";"DUBBELZIJDIG";"";"Lange Kievitstraat (2018)";"70";" ";"ANTWERPEN";"2018";"VE_0000005";"IN_GEBRUIK"
"325";"34353";"51.21346174189900";"4.40496447740210";"";"VELOSTATION";"";"";"Lange Gasthuisstraat (2000)";"3";"to 3";"ANTWERPEN";"2000";"VE_0000084";"IN_GEBRUIK"
"328";"34354";"51.21373300461200";"4.43329880983210";"";"VELOSTATION";"ENKELZIJDIG";"";"Moorkensplein (2140)";"33";"to 33";"BORGERHOUT";"2140";"VE_0000107";"IN_GEBRUIK"
"331";"34355";"51.21527786875400";"4.41198309396560";"";"VELOSTATION";"";"";"Tabakvest (2000)";"42";" ";"ANTWERPEN";"2000";"VE_0000037";"IN_GEBRUIK"
"334";"34356";"51.21416319808600";"4.41619619164530";"";"VELOSTATION";"ENKELZIJDIG";"";"Quinten Matsijslei (2018)";"12";" ";"ANTWERPEN";"2018";"VE_0000095";"IN_GEBRUIK"
"337";"34357";"51.21486075296500";"4.39627370079490";"";"VELOSTATION";"";"";"Sint-Andriesplaats (2000)";"23";"to 23 oh plein";"ANTWERPEN";"2000";"VE_0000070";"IN_GEBRUIK"
"340";"34358";"51.21483362857000";"4.39250897982580";"";"VELOSTATION";"";"";"Sint-Michielskaai (2000)";"21";"to 21";"ANTWERPEN";"2000";"VE_0000071";"IN_GEBRUIK"
"343";"34359";"51.21577799313000";"4.40314241625040";"";"VELOSTATION";"ENKELZIJDIG";"";"Oudaan (2000)";"14";" ";"ANTWERPEN";"2000";"VE_0000067";"IN_GEBRUIK"
"346";"34360";"51.21642827210600";"4.40597990509630";"";"VELOSTATION";"ENKELZIJDIG";"";"Schuttershofstraat (2000)";"2";" ";"ANTWERPEN";"2000";"VE_0000036";"IN_GEBRUIK"
"349";"34361";"51.21708373345300";"4.40888111503170";"";"VELOSTATION";"ENKELZIJDIG";"";"Wapper (2000)";" ";"thv jodenstraat";"ANTWERPEN";"2000";"VE_0000023";"IN_GEBRUIK"
"352";"34362";"51.21711422976000";"4.39924241735810";"";"VELOSTATION";"";"";"Drukkerijstraat (2000)";"18";" ";"ANTWERPEN";"2000";"VE_0000066";"IN_GEBRUIK"
"355";"34363";"51.21770181613600";"4.42062094306980";"";"VELOSTATION";"ENKELZIJDIG";"";"Koningin Astridplein (2018)";"31-32";" ";"ANTWERPEN";"2018";"VE_0000001";"IN_GEBRUIK"
"358";"34364";"51.21818658068800";"4.40616853610180";"";"VELOSTATION";"";"";"Meir (2000)";"18";" ";"ANTWERPEN";"2000";"VE_0000018";"IN_GEBRUIK"
"361";"34365";"51.21825629729100";"4.41408579806950";"";"VELOSTATION";"DUBBELZIJDIG";"VOETPAD";"Leysstraat (2000)";" 27";"";"ANTWERPEN";"2000";"VE_0000025";"IN_GEBRUIK"
"364";"34366";"51.21862476763400";"4.43059577168810";"";"VELOSTATION";"ENKELZIJDIG";"";"Kerkstraat (2060)";"58";" ";"ANTWERPEN";"2060";"VE_0000109";"IN_GEBRUIK"
"367";"34367";"51.21863643919900";"4.43863505069880";"";"VELOSTATION";"ENKELZIJDIG";"";"Vercammenstraat (2140)";"3";"thv helmstraat";"BORGERHOUT";"2140";"VE_0000113";"IN_GEBRUIK"
"370";"34368";"51.21909171978600";"4.39489977888030";"";"VELOSTATION";"";"";"Plantinkaai (2000)";" ";"to st-jansvliet zuiderterras";"ANTWERPEN";"2000";"VE_0000064";"IN_GEBRUIK"
"373";"34369";"51.21997249866100";"4.41635591335600";"";"VELOSTATION";"";"";"Italiëlei (2000)";" ";"thv franklin rooseveltplaats";"ANTWERPEN";"2000";"VE_0000011";"IN_GEBRUIK"
"376";"34370";"51.22105518472900";"4.39677919856300";"";"VELOSTATION";"ENKELZIJDIG";"";"Ernest Van Dijckkaai (2000)";"11-12";"to 11-12 zuiderterras";"ANTWERPEN";"2000";"VE_0000059";"IN_GEBRUIK"
"379";"34371";"51.22159038025700";"4.40267835770500";"";"VELOSTATION";"ENKELZIJDIG";"";"Wolstraat (2000)";"2";"thv korte koepoortstraat";"ANTWERPEN";"2000";"VE_0000057";"IN_GEBRUIK"
"382";"34372";"51.22173442296300";"4.42070883243310";"";"VELOSTATION";"";"";"De Coninckplein (2060)";"26";"to 26";"ANTWERPEN";"2060";"VE_0000032";"IN_GEBRUIK"
"385";"34373";"51.22210460416800";"4.43375240305970";"";"VELOSTATION";"ENKELZIJDIG";"";"Pesthofstraat (2060)";"7";"to 7";"ANTWERPEN";"2060";"VE_0000114";"IN_GEBRUIK"
"388";"34374";"51.22210579324500";"4.40467399900230";"";"VELOSTATION";"";"";"Minderbroedersrui (2000)";"46";" ";"ANTWERPEN";"2000";"VE_0000056";"IN_GEBRUIK"
"391";"34375";"51.22276821963800";"4.42426381702690";"";"VELOSTATION";"ENKELZIJDIG";"";"Sint-Elisabethstraat (2060)";"63";"thv greinstraat";"ANTWERPEN";"2060";"VE_0000115";"IN_GEBRUIK"
"394";"34376";"51.22434629738200";"4.39907080295900";"";"VELOSTATION";"";"";"Jordaenskaai (2000)";" ";"to saucierstraat";"ANTWERPEN";"2000";"VE_0000058";"IN_GEBRUIK"
"397";"34377";"51.22480801305900";"4.41260815759240";"";"VELOSTATION";"ENKELZIJDIG";"";"Paardenmarkt (2000)";"88";"thv kleine kauwenberg";"ANTWERPEN";"2000";"VE_0000053";"IN_GEBRUIK"
"400";"34378";"51.22470242621400";"4.43658847850890";"";"VELOSTATION";"ENKELZIJDIG";"";"Pothoekstraat (2060)";"122";"to 122";"ANTWERPEN";"2060";"VE_0000122";"IN_GEBRUIK"
"403";"34379";"51.22541893595600";"4.41840487286780";"";"VELOSTATION";"";"";"Sint-Jansplein (2060)";"17";"to 17";"ANTWERPEN";"2060";"VE_0000117";"IN_GEBRUIK"
"406";"34380";"51.22587750107700";"4.41457529154300";"";"VELOSTATION";"";"";"Italiëlei (2000)";"10";"to 10 od zijberm";"ANTWERPEN";"2000";"VE_0000052";"IN_GEBRUIK"
"409";"34381";"51.22585314039600";"4.40085662913700";"";"VELOSTATION";"";"";"Sint-Pietersvliet (2000)";" ";"thv tolhuis";"ANTWERPEN";"2000";"VE_0000049";"IN_GEBRUIK"
"412";"34382";"51.22621557674400";"4.40960835365440";"";"VELOSTATION";"ENKELZIJDIG";"";"Hessenplein (2000)";"2";" ";"ANTWERPEN";"2000";"VE_0000033";"IN_GEBRUIK"
"415";"34383";"51.22795093873400";"4.40220922251000";"";"VELOSTATION";"DUBBELZIJDIG";"VOETPAD";"Sint-Aldegondiskaai (2000)";"2";"thv Bonapartedok";"ANTWERPEN";"2000";"VE_0000135";"IN_GEBRUIK"
"418";"34384";"51.22686804474300";"4.40543441600480";"";"VELOSTATION";"ENKELZIJDIG";"";"Oudeleeuwenrui (2000)";"2";" ";"ANTWERPEN";"2000";"VE_0000045";"IN_GEBRUIK"
"421";"34385";"51.22811160465900";"4.40572910109030";"";"VELOSTATION";"";"";"Godefriduskaai (2000)";" ";"thv oostendekaai";"ANTWERPEN";"2000";"VE_0000134";"IN_GEBRUIK"
"424";"34386";"51.22910121501600";"4.42473001449580";"";"VELOSTATION";"ENKELZIJDIG";"";"Viséstraat (2060)";"14";" ";"ANTWERPEN";"2060";"VE_0000123";"IN_GEBRUIK"
"427";"34387";"51.22943105081000";"4.41126519281130";"";"VELOSTATION";"";"";"Entrepotplaats (2000)";"1";" ";"ANTWERPEN";"2000";"VE_0000133";"IN_GEBRUIK"
"430";"34388";"51.22991615351900";"4.41941860327770";"";"VELOSTATION";"";"";"Ellermanstraat (2060)";"74";"to 74";"ANTWERPEN";"2060";"VE_0000124";"IN_GEBRUIK"
"433";"34389";"51.21453720999100";"4.44373062416890";"";"VELOSTATION";"";"";"Turnhoutsebaan (2140)";"366";"thv stenenbrug                 ";"BORGERHOUT";"2140";"VE_0000068";"IN_GEBRUIK"
"436";"34390";"51.23178118992800";"4.42699430853750";"";"VELOSTATION";"DUBBELZIJDIG";"VOETPAD";"Lange Lobroekstraat (2060)";"220";"to";"ANTWERPEN";"2060";"VE_0000062";"IN_GEBRUIK"
"439";"34391";"51.22993257325600";"4.43167286142200";"";"VELOSTATION";"ENKELZIJDIG";"VOETPAD";"Lange Lobroekstraat (2060)";"93";"to";"ANTWERPEN";"2060";"VE_0000063";"IN_GEBRUIK"
"442";"34392";"51.22011843092400";"4.43269222572140";"";"VELOSTATION";"ENKELZIJDIG";"VOETPAD";"Pastorijstraat (2060)";"28";"to";"ANTWERPEN";"2060";"VE_0000038";"IN_GEBRUIK"
"445";"34393";"51.21231216829700";"4.40363700517620";"";"VELOSTATION";"DUBBELZIJDIG";"VOETPAD";"Maarschalk Gérardstraat (2000)";"25a";" ";"ANTWERPEN";"2000";"VE_0000073";"IN_GEBRUIK"
"448";"34394";"51.19378637304000";"4.40227999944780";"";"VELOSTATION";"DUBBELZIJDIG";"ANDERE";"Jan Van Rijswijcklaan (2018)";" ";"thv de Singel";"ANTWERPEN";"2018";"VE_0000013";"IN_GEBRUIK"
"451";"34395";"51.21729720825600";"4.42014871040640";"";"VELOSTATION";"ENKELZIJDIG";"VOETPAD";"De Keyserlei (2018)";"61";" ";"ANTWERPEN";"2018";"VE_0000048";"IN_GEBRUIK"
"454";"34396";"51.23134586430900";"4.42099868891550";"";"VELOSTATION";"DUBBELZIJDIG";"PLEIN";"Hardenvoort (2060)";"55-57";" ";"ANTWERPEN";"2060";"VE_0000136";"IN_GEBRUIK"
"457";"34397";"51.21906887563400";"4.44436516472200";"";"VELOSTATION";"DUBBELZIJDIG";"PLEIN";"Statielei (2140)";"109";"";"BORGERHOUT";"2140";"VE_0000154";"IN_GEBRUIK"
"460";"34398";"51.21603210919100";"4.44567893288120";"";"VELOSTATION";"ENKELZIJDIG";"";"Statielei (2140)";" ";"thv K Geertsstraat";"BORGERHOUT";"2140";"VE_0000155";"IN_GEBRUIK"
"463";"34399";"51.19250198053300";"4.42158078206320";"";"VELOSTATION";"DUBBELZIJDIG";"MIDDENBERM";"Binnensingel (2600)";" ";"aan binnensingel";"BERCHEM";"2600";"VE_0000157";"IN_GEBRUIK"
"466";"34400";"51.20209747580500";"4.39823826978290";"";"VELOSTATION";"DUBBELZIJDIG";"VOETPAD";"Zuidervelodroom (2018)";"51";"to 35";"ANTWERPEN";"2018";"VE_0000158";"IN_GEBRUIK"
"469";"34401";"51.20559561160900";"4.39927477053260";"";"VELOSTATION";"DUBBELZIJDIG";"VOETPAD";"Boudewijnssteeg (2018)";"1";" fase 3";"ANTWERPEN";"2018";"VE_0000159";"IN_GEBRUIK"
"472";"34402";"51.20337625457500";"4.38879955229610";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Brusselstraat (2018)";"5";"to 5";"ANTWERPEN";"2018";"VE_0000160";"BUITEN_GEBRUIK"
"475";"34403";"51.26094866051000";"4.42038536350420";"";"VELOSTATION";"DUBBELZIJDIG";"VOETPAD";"Havanastraat (2030)";"1";" ";"ANTWERPEN";"2030";"VE_0000201";"GEPLAND"
"478";"34404";"51.25361269697300";"4.42316814228930";"";"VELOSTATION";"";"";"Columbiastraat (2030)";" ";"thv Venezuelastraat";"ANTWERPEN";"2030";"VE_0000203";"GEPLAND"
"481";"34405";"51.24996553220400";"4.42090042258380";"";"VELOSTATION";"DUBBELZIJDIG";"PLEIN";"Noorderlaan (2030)";"104B-104C";" ";"ANTWERPEN";"2030";"VE_0000204";"IN_GEBRUIK"
"484";"34406";"51.24478163914200";"4.41433847295960";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Groenendaallaan (2030)";"397A";" ";"ANTWERPEN";"2030";"VE_0000205";"IN_GEBRUIK"
"487";"34407";"51.24450356739000";"4.42308901724560";"";"VELOSTATION";"ENKELZIJDIG";"PLEIN";"Bermstraat (2030)";" ";"hoek Groenendaallaan";"ANTWERPEN";"2030";"VE_0000206";"IN_GEBRUIK"
"490";"34408";"51.25364768180300";"4.46369436026000";"";"VELOSTATION";"DUBBELZIJDIG";"";"Van Praetlei (2170)";"252";"to 252";"MERKSEM";"2170";"VE_0000207";"IN_GEBRUIK"
"493";"34409";"51.25451154596800";"4.45469068291610";"";"VELOSTATION";"";"";"Ringlaan (2170)";"74";"to 74";"MERKSEM";"2170";"VE_0000208";"GEPLAND"
"496";"34410";"51.25644164012700";"4.44714961588780";"";"VELOSTATION";"";"";"Korte Bremstraat (2170)";"2";"to Laaglandlaan";"MERKSEM";"2170";"VE_0000209";"GEPLAND"
"499";"34411";"51.25531135686500";"4.43578156576810";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Maantjessteenweg (2170)";"175";"";"MERKSEM";"2170";"VE_0000210";"IN_GEBRUIK"
"502";"34412";"51.25121651719600";"4.43730075911700";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Rodeloopstraat (2170)";"67";"to 67";"MERKSEM";"2170";"VE_0000211";"IN_GEBRUIK"
"505";"34413";"51.25091049054600";"4.44230624886980";"";"VELOSTATION";"";"";"Rodeloopstraat (2170)";"1-3";"to 1-3";"MERKSEM";"2170";"VE_0000212";"GEPLAND"
"508";"34414";"51.25147752371300";"4.44805350894560";"";"VELOSTATION";"";"PLEIN";"Kroonplein (2170)";"28";"to 28";"MERKSEM";"2170";"VE_0000213";"GEPLAND"
"511";"34415";"51.24817769162000";"4.43244604478060";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Lambrechtshoekenlaan (2170)";"133-135";"";"MERKSEM";"2170";"VE_0000214";"IN_GEBRUIK"
"514";"34416";"51.24671399454800";"4.44015013747320";"";"VELOSTATION";"";"";"Nieuwdreef (2170)";"107";" ";"MERKSEM";"2170";"VE_0000215";"GEPLAND"
"517";"34417";"51.24727069109900";"4.44902092668620";"";"VELOSTATION";"";"";"Van Heybeeckstraat (2170)";"28";"to 28";"MERKSEM";"2170";"VE_0000216";"GEPLAND"
"520";"34418";"51.24916625535800";"4.45467813889770";"";"VELOSTATION";"";"";"Bredabaan (2170)";"768";"to 768";"MERKSEM";"2170";"VE_0000217";"GEPLAND"
"523";"34419";"51.24302128357700";"4.43568712872570";"";"VELOSTATION";"";"";"Ullenshofstraat (2170)";"3";"to 3";"MERKSEM";"2170";"VE_0000218";"GEPLAND"
"526";"34420";"51.24216261214900";"4.44251762644290";"";"VELOSTATION";"DUBBELZIJDIG";"VOETPAD";"Borrewaterstraat (2170)";"8";"";"MERKSEM";"2170";"VE_0000219";"IN_GEBRUIK"
"529";"34421";"51.24310308642100";"4.44734748216550";"";"VELOSTATION";"DUBBELZIJDIG";"PLEIN";"Sint-Bartholomeusstraat (2170)";"122";"";"MERKSEM";"2170";"VE_0000220";"IN_GEBRUIK"
"532";"34422";"51.23333551895600";"4.41391126319800";"";"VELOSTATION";"";"";"Binnenvaartstraat (2000)";" ";"to Cadixstraat";"ANTWERPEN";"2000";"VE_0000222";"GEPLAND"
"535";"34423";"51.23334656668000";"4.40311298240930";"";"VELOSTATION";"";"";"Rijnkaai (2000)";"15";" ";"ANTWERPEN";"2000";"VE_0000223";"GEPLAND"
"538";"34424";"51.23452927632500";"4.40954527495220";"";"VELOSTATION";"DUBBELZIJDIG";"VOETPAD";"Indiëstraat (2000)";"3";" ";"ANTWERPEN";"2030";"VE_0000224";"IN_GEBRUIK"
"541";"34425";"51.23048509988700";"4.40768780212420";"";"VELOSTATION";"";"";"Verbindingsdok-Oostkaai (2000)";"9";"to 9";"ANTWERPEN";"2000";"VE_0000225";"GEPLAND"
"544";"34426";"51.23540439427000";"4.42710392019740";"";"VELOSTATION";"";"";"IJzerlaan (2060)";"45-47";" ";"ANTWERPEN";"2060";"VE_0000226";"GEPLAND"
"547";"34427";"51.23276518011900";"4.44433121295490";"";"VELOSTATION";"";"";"Van Cortbeemdelei (2100)";"103-105";"to 103 -105";"DEURNE";"2100";"VE_0000227";"GEPLAND"
"550";"34428";"51.22984265828500";"4.45141365686410";"";"VELOSTATION";"";"";"Van Deynsestraat (2100)";"120";"to 120";"DEURNE";"2100";"VE_0000228";"GEPLAND"
"553";"34429";"51.22615937867100";"4.45198640723530";"";"VELOSTATION";"";"";"Tucherlei (2100)";"12";"hoek J Nellenslei";"DEURNE";"2100";"VE_0000229";"GEPLAND"
"556";"34430";"51.22918930887600";"4.46200691510460";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Bosuil (2100)";"80";"";"DEURNE";"2100";"VE_0000230";"IN_GEBRUIK"
"559";"34431";"51.22922237960300";"4.46782794828070";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Gallifortlei (2100)";"278";"";"DEURNE";"2100";"VE_0000231";"IN_GEBRUIK"
"562";"34432";"51.22879892777000";"4.47866402282350";"";"VELOSTATION";"DUBBELZIJDIG";"PLEIN";"Wim Saerensplein (2100)";"25";"";"DEURNE";"2100";"VE_0000232";"IN_GEBRUIK"
"565";"34433";"51.22507303185300";"4.46612662135530";"";"VELOSTATION";"DUBBELZIJDIG";"VOETPAD";"Gallifortlei (2100)";"198";" ";"DEURNE";"2100";"VE_0000233";"IN_GEBRUIK"
"568";"34434";"51.22220185201000";"4.46118429715200";"";"VELOSTATION";"";"";"Jan Brochovenstraat (2100)";"28";" ";"DEURNE";"2100";"VE_0000234";"GEPLAND"
"571";"34435";"51.21994228098400";"4.45500951474490";"";"VELOSTATION";"";"";"Cogelsplein (2100)";"19-21";" ";"DEURNE";"2100";"VE_0000235";"GEPLAND"
"574";"34436";"51.21916168348300";"4.46006807227670";"";"VELOSTATION";"";"";"Maurice Dequeeckerplein (2100)";"3";"to 3";"DEURNE";"2100";"VE_0000236";"GEPLAND"
"577";"34437";"51.22043911448900";"4.46918387449290";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Ter Rivierenlaan (2100)";"18";" ";"DEURNE";"2100";"VE_0000237";"IN_GEBRUIK"
"580";"34438";"51.22373256733400";"4.47563262876180";"";"VELOSTATION";"";"";"Ertbruggelaan (2100)";"2";" ";"DEURNE";"2100";"VE_0000238";"GEPLAND"
"583";"34439";"51.22126192569900";"4.47947936489700";"";"VELOSTATION";"DUBBELZIJDIG";"VOETPAD";"Ruggeveldlaan (2100)";"549";"";"DEURNE";"2100";"VE_0000239";"IN_GEBRUIK"
"586";"34440";"51.21757223296000";"4.48211938870800";"";"VELOSTATION";"";"";"Ruggeveldlaan (2100)";"488";"naast 488";"DEURNE";"2100";"VE_0000240";"GEPLAND"
"589";"34441";"51.21341650333800";"4.45346812360200";"";"VELOSTATION";"";"";"Collegelaan (2140)";"42-44";"to 42-44";"BORGERHOUT";"2140";"VE_0000241";"GEPLAND"
"592";"34442";"51.21043173138900";"4.45251553659950";"";"VELOSTATION";"";"";"Luitenant Lippenslaan (2140)";"2";"to 2";"BORGERHOUT";"2140";"VE_0000242";"GEPLAND"
"595";"34443";"51.20953497699600";"4.45815736366380";"";"VELOSTATION";"";"";"Herentalsebaan (2100)";"133";" ";"DEURNE";"2100";"VE_0000243";"GEPLAND"
"598";"34444";"51.20778781923200";"4.46528358527830";"";"VELOSTATION";"DUBBELZIJDIG";"ANDERE";"Herentalsebaan (2100)";"299";"";"DEURNE";"2100";"VE_0000244";"IN_GEBRUIK"
"601";"34445";"51.20681148450500";"4.47131692599280";"";"VELOSTATION";"";"";"Florent Pauwelslei (2100)";"1";"to 18";"DEURNE";"2100";"VE_0000245";"GEPLAND"
"604";"34446";"51.20640317249500";"4.45829741160390";"";"VELOSTATION";"";"GROENZONE";"Arenaplein (2100)";"1";"to 1";"DEURNE";"2100";"VE_0000246";"GEPLAND"
"607";"34447";"51.20831912182000";"4.44595122931370";"";"VELOSTATION";"";"";"Luitenant Lippenslaan (2140)";"55-59";" ";"BORGERHOUT";"2140";"VE_0000247";"GEPLAND"
"610";"34448";"51.20597912483300";"4.44925525190560";"";"VELOSTATION";"";"";"Berchemlei (2140)";"67";"to 67 thv De Schans";"BORGERHOUT";"2140";"VE_0000248";"GEPLAND"
"613";"34449";"51.20380962209000";"4.44422529869450";"";"VELOSTATION";"";"";"Frans De Vriendtstraat (2140)";"61";"to 61";"BORGERHOUT";"2140";"VE_0000249";"GEPLAND"
"616";"34450";"51.20110601635600";"4.43899784725210";"";"VELOSTATION";"";"";"Diksmuidelaan (2600)";"8";"hoek Herculusstraat";"BERCHEM";"2600";"VE_0000250";"GEPLAND"
"619";"34451";"51.20396638219400";"4.45209093881400";"";"VELOSTATION";"";"";"Arthur Matthyslaan (2140)";"76";"to 76, to Thibautstraat";"BORGERHOUT";"2140";"VE_0000251";"GEPLAND"
"622";"34452";"51.20001068423100";"4.45028242972780";"";"VELOSTATION";"";"";"Karel De Preterlei (2140)";"222";"to 222";"BORGERHOUT";"2140";"VE_0000252";"GEPLAND"
"625";"34453";"51.19806384568800";"4.45322097661420";"";"VELOSTATION";"";"";"Vosstraat (2140)";"19";" ";"BORGERHOUT";"2140";"VE_0000253";"GEPLAND"
"628";"34454";"51.19754065071900";"4.45960066820310";"";"VELOSTATION";"DUBBELZIJDIG";"MIDDENBERM";"Boekenberglei (2100)";"189";"";"DEURNE";"2100";"VE_0000254";"IN_GEBRUIK"
"631";"34455";"51.20413944424400";"4.46764653918380";"";"VELOSTATION";"";"";"Van den Hautelei (2100)";"90";"to 90";"DEURNE";"2100";"VE_0000255";"GEPLAND"
"634";"34456";"51.19545491708400";"4.44223195494370";"";"VELOSTATION";"";"";"Helderstraat (2600)";"59";" ";"BERCHEM";"2600";"VE_0000256";"GEPLAND"
"637";"34457";"51.19232686886200";"4.44875123164160";"";"VELOSTATION";"";"";"Hofstadestraat (2600)";" ";"hoek Klerkenstraat";"BERCHEM";"2600";"VE_0000257";"GEPLAND"
"640";"34458";"51.19749792812900";"4.44373245601250";"";"VELOSTATION";"";"";"Lodewijk Van Berckenlaan (2140)";"127";"to 127";"BERCHEM";"2600";"VE_0000258";"GEPLAND"
"643";"34459";"51.19332032290600";"4.43703390141250";"";"VELOSTATION";"";"";"Posthofbrug (2600)";" ";"thv Arbeidersstraat";"BERCHEM";"2600";"VE_0000259";"GEPLAND"
"646";"34460";"51.18963657460700";"4.42166095730450";"";"VELOSTATION";"";"";"Hof ter Schriecklaan (2600)";"1";" ";"BERCHEM";"2600";"VE_0000260";"GEPLAND"
"649";"34461";"51.18862689369500";"4.42958881835030";"";"VELOSTATION";"";"";"Henri Prostlaan (2600)";"5";"eind vd keerlus";"BERCHEM";"2600";"VE_0000261";"GEPLAND"
"652";"34462";"51.18932213879200";"4.43561491283990";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Rooi (2600)";" ";"thv Achtersteveld";"BERCHEM";"2600";"VE_0000262";"IN_GEBRUIK"
"655";"34463";"51.18300438415100";"4.43873420572870";"";"VELOSTATION";"";"MIDDENBERM";"Fruithoflaan (2600)";"85";"to 85 middenberm";"BERCHEM";"2600";"VE_0000263";"GEPLAND"
"658";"34464";"51.18764833149400";"4.43510168201010";"";"VELOSTATION";"";"ANDERE";"Filip Williotstraat (2600)";"11";" ";"BERCHEM";"2600";"VE_0000264";"GEPLAND"
"661";"34465";"51.18513755926400";"4.43204140958680";"";"VELOSTATION";"";"";"Pulhoflaan (2600)";" ";"thv Lappersbrug";"BERCHEM";"2600";"VE_0000265";"GEPLAND"
"664";"34466";"51.18029833603400";"4.43374925192370";"";"VELOSTATION";"";"MIDDENBERM";"Fruithoflaan (2600)";"3-5";"to 3-5";"BERCHEM";"2600";"VE_0000266";"GEPLAND"
"667";"34467";"51.18588758054600";"4.42338017322400";"";"VELOSTATION";"";"";"Prins Leopoldlaan (2600)";"36";"to 36 od hoek";"BERCHEM";"2600";"VE_0000267";"GEPLAND"
"670";"34468";"51.18296080830700";"4.41848614112680";"";"VELOSTATION";"ENKELZIJDIG";"VOETPAD";"Lindendreef (2020)";" ";"";"ANTWERPEN";"2020";"VE_0000268";"IN_GEBRUIK"
"673";"34469";"51.18309184964300";"4.42431055038260";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Troyentenhoflaan (2600)";"120-122";"";"BERCHEM";"2600";"VE_0000269";"IN_GEBRUIK"
"676";"34470";"51.18645277012600";"4.40427058370510";"";"VELOSTATION";"ENKELZIJDIG";"GROENZONE";"Eglantierlaan (2610)";"1";"";"ANTWERPEN";"2020";"VE_0000270";"IN_GEBRUIK"
"679";"34471";"51.18069372630100";"4.40898782415180";"";"VELOSTATION";"DUBBELZIJDIG";"ANDERE";"Beukenlaan (2020)";"24";"to 24 hoek Middelheimlaan";"ANTWERPEN";"2020";"VE_0000271";"IN_GEBRUIK"
"682";"34472";"51.17785774442000";"4.42308028921750";"";"VELOSTATION";"ENKELZIJDIG";"MIDDENBERM";"Groenenborgerlaan (2020)";"199";" ";"ANTWERPEN";"2020";"VE_0000272";"IN_GEBRUIK"
"685";"34473";"51.17581870950700";"4.41283140441960";"";"VELOSTATION";"";"";"Oosterveldlaan (2610)";"8";"to 8";"WILRIJK";"2610";"VE_0000273";"GEPLAND"
"688";"34474";"51.17045060438100";"4.39470574769610";"";"VELOSTATION";"DUBBELZIJDIG";"PLEIN";"Bist (2610)";"";" ";"WILRIJK";"2610";"VE_0000274";"IN_GEBRUIK"
"691";"34475";"51.17436398726100";"4.40333979390190";"";"VELOSTATION";"";"";"Groenenborgerlaan (2610)";"17";" ";"WILRIJK";"2610";"VE_0000275";"GEPLAND"
"694";"34476";"51.18356438745300";"4.39404266161610";"";"VELOSTATION";"DUBBELZIJDIG";"PLEIN";"Kruishofstraat (2610)";"140";"to 140";"WILRIJK";"2610";"VE_0000276";"GEPLAND"
"697";"34477";"51.17707676369800";"4.39972425915880";"";"VELOSTATION";"";"";"Ahornenlaan (2020)";"1";" ";"WILRIJK";"2610";"VE_0000277";"GEPLAND"
"700";"34478";"51.16532141356100";"4.39390150434660";"";"VELOSTATION";"";"GROENZONE";"Oversneslaan (2610)";"54";"";"WILRIJK";"2610";"VE_0000278";"IN_GEBRUIK"
"703";"34479";"51.16820935028300";"4.39443524920290";"";"VELOSTATION";"";"";"Doornstraat (2610)";"2";"naast 2";"WILRIJK";"2610";"VE_0000279";"GEPLAND"
